"","Date","WL","Cond","NO3","NH4","Flow","NO3E","NH4E","water","NO3C","NH4C","waterin","waterin2","watercm2"
"28542",2017-05-08 13:45:00,1.21,"OFF",0.2578153,0.1337645145,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28543",2017-05-08 14:00:00,1.211,"OFF",0.2779586,0.140544013,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28544",2017-05-08 14:15:00,1.209,"OFF",0.2696065,0.139726974,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28545",2017-05-08 14:30:00,1.21,"OFF",0.2612544,0.138909935,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28546",2017-05-08 14:45:00,1.208,"OFF",0.2420937,0.134298294,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28547",2017-05-08 15:00:00,1.209,"OFF",0.222933,0.129686653,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28548",2017-05-08 15:15:00,1.21,"OFF",0.21802,0.1278772725,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28549",2017-05-08 15:30:00,1.208,"OFF",0.213107,0.126067892,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28550",2017-05-08 15:45:00,1.209,"OFF",0.2322677,0.1248767975,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28551",2017-05-08 16:00:00,1.208,"OFF",0.2514284,0.123685703,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28552",2017-05-08 16:15:00,1.208,"OFF",0.276976,0.116989839,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28553",2017-05-08 16:30:00,1.207,"OFF",0.3025236,0.110293975,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28554",2017-05-08 16:45:00,1.209,"OFF",0.2863107,0.1184124315,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28555",2017-05-08 17:00:00,1.211,"OFF",0.2700978,0.126530888,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28556",2017-05-08 17:15:00,1.211,"OFF",0.2597805,0.132634407,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28557",2017-05-08 17:30:00,1.212,"OFF",0.2494632,0.138737926,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28558",2017-05-08 17:45:00,1.21,"OFF",0.2357068,0.1519498465,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28559",2017-05-08 18:00:00,1.21,"OFF",0.2219504,0.165161767,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28560",2017-05-08 18:15:00,1.21,"OFF",0.2214591,0.1670220255,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28561",2017-05-08 18:30:00,1.215,"OFF",0.2209678,0.168882284,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28562",2017-05-08 18:45:00,1.219,"OFF",0.2263721,0.171560113,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28563",2017-05-08 19:00:00,1.226,"OFF",0.2317764,0.174237942,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28564",2017-05-08 19:15:00,1.229,"OFF",0.1993506,0.191390718,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28565",2017-05-08 19:30:00,1.23,"OFF",0.1669248,0.208543494,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28566",2017-05-08 19:45:00,1.234,"OFF",0.1865768,0.235421378,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28567",2017-05-08 20:00:00,1.235,"OFF",0.2062288,0.262299262,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28568",2017-05-08 20:15:00,1.238,"OFF",0.1909985,0.2784671645,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28569",2017-05-08 20:30:00,1.235,"OFF",0.1757682,0.294635067,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28570",2017-05-08 20:45:00,1.231,"OFF",0.2185113,0.2893235075,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28571",2017-05-08 21:00:00,1.231,"OFF",0.2612544,0.284011948,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28572",2017-05-08 21:15:00,1.232,"OFF",0.2155635,0.319578852,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28573",2017-05-08 21:30:00,1.232,"OFF",0.1698726,0.355145756,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28574",2017-05-08 21:45:00,1.231,"OFF",0.1654509,0.406972012,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28575",2017-05-08 22:00:00,1.231,"OFF",0.1610292,0.458798268,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28576",2017-05-08 22:15:00,1.228,"OFF",0.1664335,0.5023814295,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28577",2017-05-08 22:30:00,1.227,"OFF",0.1718378,0.545964591,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28578",2017-05-08 22:45:00,1.226,"OFF",0.1683987,0.529191392,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28579",2017-05-08 23:00:00,1.224,"OFF",0.1649596,0.512418193,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28580",2017-05-08 23:15:00,1.224,"OFF",0.1733117,0.5046458095,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28581",2017-05-08 23:30:00,1.226,"OFF",0.1816638,0.496873426,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28582",2017-05-08 23:45:00,1.224,"OFF",0.1693813,0.5292557845,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28583",2017-05-09,1.223,"OFF",0.1570988,0.561638143,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28584",2017-05-09 00:15:00,1.222,"OFF",0.1384294,0.5385347395,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28585",2017-05-09 00:30:00,1.224,"OFF",0.11976,0.515431336,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28586",2017-05-09 00:45:00,1.223,"OFF",0.1236904,0.6116683445,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28587",2017-05-09 01:00:00,1.222,"OFF",0.1276208,0.707905353,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28588",2017-05-09 01:15:00,1.221,"OFF",0.1281121,0.7077178335,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28589",2017-05-09 01:30:00,1.223,"OFF",0.1286034,0.707530314,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28590",2017-05-09 01:45:00,1.222,"OFF",0.1256556,0.700649525,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28591",2017-05-09 02:00:00,1.223,"OFF",0.1227078,0.693768736,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28592",2017-05-09 02:15:00,1.221,"OFF",0.1222165,0.6535732995,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28593",2017-05-09 02:30:00,1.223,"OFF",0.1217252,0.613377863,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28594",2017-05-09 02:45:00,1.222,"OFF",0.178716,0.53774997,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28595",2017-05-09 03:00:00,1.222,"OFF",0.2357068,0.462122077,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28596",2017-05-09 03:15:00,1.222,"OFF",0.2170374,0.4245541675,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28597",2017-05-09 03:30:00,1.221,"OFF",0.198368,0.386986258,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28598",2017-05-09 03:45:00,1.222,"OFF",0.198368,0.372176089,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28599",2017-05-09 04:00:00,1.22,"OFF",0.198368,0.35736592,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28600",2017-05-09 04:15:00,1.222,"OFF",0.2062288,0.333295818,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28601",2017-05-09 04:30:00,1.22,"OFF",0.2140896,0.309225716,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28602",2017-05-09 04:45:00,1.219,"OFF",0.2258808,0.310995144,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28603",2017-05-09 05:00:00,1.222,"OFF",0.237672,0.312764572,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28604",2017-05-09 05:15:00,1.221,"OFF",0.2401285,0.3178734795,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28605",2017-05-09 05:30:00,1.221,"OFF",0.242585,0.322982387,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28606",2017-05-09 05:45:00,1.219,"OFF",0.2219504,0.3095148255,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28607",2017-05-09 06:00:00,1.219,"OFF",0.2013158,0.296047264,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28608",2017-05-09 06:15:00,1.22,"OFF",0.2072114,0.2849218025,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28609",2017-05-09 06:30:00,1.219,"OFF",0.213107,0.273796341,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28610",2017-05-09 06:45:00,1.22,"OFF",0.2077027,0.2714611235,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28611",2017-05-09 07:00:00,1.219,"OFF",0.2022984,0.269125906,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28612",2017-05-09 07:15:00,1.218,"OFF",0.193455,0.284095338,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28613",2017-05-09 07:30:00,1.22,"OFF",0.1846116,0.29906477,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28614",2017-05-09 07:45:00,1.219,"OFF",0.2155635,0.280326314,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28615",2017-05-09 08:00:00,1.217,"OFF",0.2465154,0.261587858,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28616",2017-05-09 08:15:00,1.218,"OFF",0.2430763,0.2447634945,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28617",2017-05-09 08:30:00,1.219,"OFF",0.2396372,0.227939131,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28618",2017-05-09 08:45:00,1.218,"OFF",0.2401285,0.222287176,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28619",2017-05-09 09:00:00,1.219,"OFF",0.2406198,0.216635221,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28620",2017-05-09 09:15:00,1.217,"OFF",0.232759,0.208193508,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28621",2017-05-09 09:30:00,1.217,"OFF",0.2248982,0.199751795,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28622",2017-05-09 09:45:00,1.217,"OFF",0.2381633,0.1991024565,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28623",2017-05-09 10:00:00,1.214,"OFF",0.2514284,0.198453118,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28624",2017-05-09 10:15:00,1.215,"OFF",0.2352155,0.196084792,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28625",2017-05-09 10:30:00,1.214,"OFF",0.2190026,0.193716466,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28626",2017-05-09 10:45:00,1.215,"OFF",0.2219504,0.1908502445,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28627",2017-05-09 11:00:00,1.216,"OFF",0.2248982,0.187984023,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28628",2017-05-09 11:15:00,1.215,"OFF",0.2096679,0.188301107,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28629",2017-05-09 11:30:00,1.216,"OFF",0.1944376,0.188618191,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28630",2017-05-09 11:45:00,1.215,"OFF",0.2253895,0.1787532805,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28631",2017-05-09 12:00:00,1.213,"OFF",0.2563414,0.16888837,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28632",2017-05-09 12:15:00,1.216,"OFF",0.3059627,0.180231721,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28633",2017-05-09 12:30:00,1.215,"OFF",0.355584,0.191575072,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28634",2017-05-09 12:45:00,1.215,"OFF",0.3226669,0.1753452525,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28635",2017-05-09 13:00:00,1.216,"OFF",0.2897498,0.159115433,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28636",2017-05-09 13:15:00,1.213,"OFF",0.2705891,0.170014688,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28637",2017-05-09 13:30:00,1.212,"OFF",0.2514284,0.180913943,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28638",2017-05-09 13:45:00,1.212,"OFF",0.2543762,0.1808679865,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28639",2017-05-09 14:00:00,1.215,"OFF",0.257324,0.18082203,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28640",2017-05-09 14:15:00,1.217,"OFF",0.2529023,0.1730431255,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28641",2017-05-09 14:30:00,1.219,"OFF",0.2484806,0.165264221,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28642",2017-05-09 14:45:00,1.219,"OFF",0.2514284,0.1617498825,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28643",2017-05-09 15:00:00,1.22,"OFF",0.2543762,0.158235544,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28644",2017-05-09 15:15:00,1.218,"OFF",0.2494632,0.159645991,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28645",2017-05-09 15:30:00,1.22,"OFF",0.2445502,0.161056438,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28646",2017-05-09 15:45:00,1.217,"OFF",0.2312851,0.17048026,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28647",2017-05-09 16:00:00,1.217,"OFF",0.21802,0.179904082,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28648",2017-05-09 16:15:00,1.216,"OFF",0.2307938,0.178541601,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28649",2017-05-09 16:30:00,1.214,"OFF",0.2435676,0.17717912,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28650",2017-05-09 16:45:00,1.214,"OFF",0.2553588,0.1804556895,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28651",2017-05-09 17:00:00,1.211,"OFF",0.26715,0.183732259,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28652",2017-05-09 17:15:00,1.21,"OFF",0.2504458,0.1906068365,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28653",2017-05-09 17:30:00,1.209,"OFF",0.2337416,0.197481414,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28654",2017-05-09 17:45:00,1.21,"OFF",0.2504458,0.205164008,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28655",2017-05-09 18:00:00,1.212,"OFF",0.26715,0.212846602,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28656",2017-05-09 18:15:00,1.213,"OFF",0.2514284,0.210086973,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28657",2017-05-09 18:30:00,1.21,"OFF",0.2357068,0.207327344,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28658",2017-05-09 18:45:00,1.212,"OFF",0.2553588,0.210693705,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28659",2017-05-09 19:00:00,1.212,"OFF",0.2750108,0.214060066,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28660",2017-05-09 19:15:00,1.212,"OFF",0.2661674,0.2108898255,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28661",2017-05-09 19:30:00,1.211,"OFF",0.257324,0.207719585,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28662",2017-05-09 19:45:00,1.213,"OFF",0.2642022,0.204614729,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28663",2017-05-09 20:00:00,1.211,"OFF",0.2710804,0.201509873,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28664",2017-05-09 20:15:00,1.214,"OFF",0.276976,0.2092189355,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28665",2017-05-09 20:30:00,1.214,"OFF",0.2828716,0.216927998,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28666",2017-05-09 20:45:00,1.215,"OFF",0.2759934,0.2161217595,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28667",2017-05-09 21:00:00,1.217,"OFF",0.2691152,0.215315521,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28668",2017-05-09 21:15:00,1.218,"OFF",0.2715717,0.2144967605,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28669",2017-05-09 21:30:00,1.22,"OFF",0.2740282,0.213678,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28670",2017-05-09 21:45:00,1.22,"OFF",0.2578153,0.216083084,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28671",2017-05-09 22:00:00,1.221,"OFF",0.2416024,0.218488168,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28672",2017-05-09 22:15:00,1.22,"OFF",0.2357068,0.221240233,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28673",2017-05-09 22:30:00,1.22,"OFF",0.2298112,0.223992298,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28674",2017-05-09 22:45:00,1.22,"OFF",0.2612544,0.246411668,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28675",2017-05-09 23:00:00,1.221,"OFF",0.2926976,0.268831038,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28676",2017-05-09 23:15:00,1.22,"OFF",0.2607631,0.261676521,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28677",2017-05-09 23:30:00,1.222,"OFF",0.2288286,0.254522004,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28678",2017-05-09 23:45:00,1.222,"OFF",0.2209678,0.2754078305,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28679",2017-05-10,1.22,"OFF",0.213107,0.296293657,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28680",2017-05-10 00:15:00,1.221,"OFF",0.2268634,0.306146514,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28681",2017-05-10 00:30:00,1.221,"OFF",0.2406198,0.315999371,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28682",2017-05-10 00:45:00,1.222,"OFF",0.1870681,0.327424438,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28683",2017-05-10 01:00:00,1.223,"OFF",0.1335164,0.338849505,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28684",2017-05-10 01:15:00,1.219,"OFF",0.1620118,0.3362453785,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28685",2017-05-10 01:30:00,1.22,"OFF",0.1905072,0.333641252,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28686",2017-05-10 01:45:00,1.222,"OFF",0.1644683,0.3311409715,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28687",2017-05-10 02:00:00,1.221,"OFF",0.1384294,0.328640691,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28688",2017-05-10 02:15:00,1.22,"OFF",0.1777334,0.3226456405,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28689",2017-05-10 02:30:00,1.219,"OFF",0.2170374,0.31665059,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28690",2017-05-10 02:45:00,1.218,"OFF",0.2199852,0.315011538,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28691",2017-05-10 03:00:00,1.218,"OFF",0.222933,0.313372486,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28692",2017-05-10 03:15:00,1.22,"OFF",0.2057375,0.305821447,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28693",2017-05-10 03:30:00,1.221,"OFF",0.188542,0.298270408,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28694",2017-05-10 03:45:00,1.221,"OFF",0.1919811,0.282149648,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28695",2017-05-10 04:00:00,1.221,"OFF",0.1954202,0.266028888,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28696",2017-05-10 04:15:00,1.222,"OFF",0.3098931,0.258769091,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28697",2017-05-10 04:30:00,1.219,"OFF",0.424366,0.251509294,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28698",2017-05-10 04:45:00,1.221,"OFF",0.3757273,0.256790517,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28699",2017-05-10 05:00:00,1.221,"OFF",0.3270886,0.26207174,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28700",2017-05-10 05:15:00,1.22,"OFF",0.3059627,0.2505492815,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28701",2017-05-10 05:30:00,1.222,"OFF",0.2848368,0.239026823,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28702",2017-05-10 05:45:00,1.221,"OFF",0.2882759,0.254732888,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28703",2017-05-10 06:00:00,1.223,"OFF",0.291715,0.270438953,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28704",2017-05-10 06:15:00,1.223,"OFF",0.2990845,0.269760428,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28705",2017-05-10 06:30:00,1.22,"OFF",0.306454,0.269081903,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28706",2017-05-10 06:45:00,1.224,"OFF",0.2897498,0.2634078615,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28707",2017-05-10 07:00:00,1.222,"OFF",0.2730456,0.25773382,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28708",2017-05-10 07:15:00,1.221,"OFF",0.2907324,0.26231628,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28709",2017-05-10 07:30:00,1.221,"OFF",0.3084192,0.26689874,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28710",2017-05-10 07:45:00,1.221,"OFF",0.3020323,0.281350057,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28711",2017-05-10 08:00:00,1.221,"OFF",0.2956454,0.295801374,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28712",2017-05-10 08:15:00,1.22,"OFF",0.2710804,0.317655797,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28713",2017-05-10 08:30:00,1.221,"OFF",0.2465154,0.33951022,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28714",2017-05-10 08:45:00,1.22,"OFF",0.2607631,0.336686134,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28715",2017-05-10 09:00:00,1.219,"OFF",0.2750108,0.333862048,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28716",2017-05-10 09:15:00,1.221,"OFF",0.2833629,0.3342821185,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
"28717",2017-05-10 09:30:00,1.22,"OFF",0.291715,0.334702189,0,0,0,0,16.9165643372784,473.434287427183,0,7.98879007120593,20.2915267808631
